"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","species.1","n_bio2","mean_bio2","sd_bio2","se_bio2","species.2","n_bio3","mean_bio3","sd_bio3","se_bio3","species.3","n_bio4","mean_bio4","sd_bio4","se_bio4","species.4","n_bio5","mean_bio5","sd_bio5","se_bio5","species.5","n_bio6","mean_bio6","sd_bio6","se_bio6","species.6","n_bio7","mean_bio7","sd_bio7","se_bio7","species.7","n_bio8","mean_bio8","sd_bio8","se_bio8","species.8","n_bio9","mean_bio9","sd_bio9","se_bio9","species.9","n_bio10","mean_bio10","sd_bio10","se_bio10","species.10","n_bio11","mean_bio11","sd_bio11","se_bio11","species.11","n_bio12","mean_bio12","sd_bio12","se_bio12","species.12","n_bio13","mean_bio13","sd_bio13","se_bio13","species.13","n_bio14","mean_bio14","sd_bio14","se_bio14","species.14","n_bio15","mean_bio15","sd_bio15","se_bio15","species.15","n_bio16","mean_bio16","sd_bio16","se_bio16","species.16","n_bio17","mean_bio17","sd_bio17","se_bio17","species.17","n_bio18","mean_bio18","sd_bio18","se_bio18","species.18","n_bio19","mean_bio19","sd_bio19","se_bio19","species.19","n_alt","mean_alt","sd_alt","se_alt"
"274","Clidemia epibaterium","28","249.04","26.9","5.08","Clidemia epibaterium","28","101.54","13.21","2.5","Clidemia epibaterium","28","84.39","5.05","0.95","Clidemia epibaterium","28","422.14","122.47","23.14","Clidemia epibaterium","28","311.11","28.46","5.38","Clidemia epibaterium","28","190.96","28.7","5.42","Clidemia epibaterium","28","120.14","19.1","3.61","Clidemia epibaterium","28","246.18","26.82","5.07","Clidemia epibaterium","28","248.96","27.45","5.19","Clidemia epibaterium","28","253.46","27.32","5.16","Clidemia epibaterium","28","243.14","26.36","4.98","Clidemia epibaterium","28","2695.36","648.85","122.62","Clidemia epibaterium","28","347.82","84.26","15.92","Clidemia epibaterium","28","110.86","47.24","8.93","Clidemia epibaterium","28","34.96","12.22","2.31","Clidemia epibaterium","28","969.32","245.95","46.48","Clidemia epibaterium","28","387.36","143.53","27.12","Clidemia epibaterium","28","540.04","185.06","34.97","Clidemia epibaterium","28","781.61","345.03","65.2","Clidemia epibaterium","28","399.93","515.53","97.43"
"275","Tococa caudata","9","260.78","4.21","1.4","Tococa caudata","9","97","2.92","0.97","Tococa caudata","9","85","1.58","0.53","Tococa caudata","9","394.89","50.07","16.69","Tococa caudata","9","316.89","6.51","2.17","Tococa caudata","9","203.33","3.77","1.26","Tococa caudata","9","113.56","4.39","1.46","Tococa caudata","9","261.11","4.78","1.59","Tococa caudata","9","257","3.74","1.25","Tococa caudata","9","264.89","4.28","1.43","Tococa caudata","9","254.89","4.08","1.36","Tococa caudata","9","2742.78","120.23","40.08","Tococa caudata","9","303.33","18.89","6.3","Tococa caudata","9","145.11","20.18","6.73","Tococa caudata","9","22.22","4.49","1.5","Tococa caudata","9","857.33","51.67","17.22","Tococa caudata","9","482.11","58.76","19.59","Tococa caudata","9","660.33","48.56","16.19","Tococa caudata","9","562.89","95.71","31.9","Tococa caudata","9","93","19.69","6.56"
"276","Clidemia japurensis","68","260.07","11.29","1.37","Clidemia japurensis","68","93.26","11.21","1.36","Clidemia japurensis","68","80.32","4.96","0.6","Clidemia japurensis","68","537.79","166.85","20.23","Clidemia japurensis","68","321.47","14.22","1.72","Clidemia japurensis","68","205.75","14.03","1.7","Clidemia japurensis","68","115.72","15.05","1.83","Clidemia japurensis","68","257.16","10.32","1.25","Clidemia japurensis","68","262.94","13.05","1.58","Clidemia japurensis","68","266.5","11.5","1.39","Clidemia japurensis","68","252.85","11.89","1.44","Clidemia japurensis","68","2619.69","672.79","81.59","Clidemia japurensis","68","357.93","83.83","10.17","Clidemia japurensis","68","98.47","54.08","6.56","Clidemia japurensis","68","39.96","16.14","1.96","Clidemia japurensis","68","971.56","223.37","27.09","Clidemia japurensis","68","348.51","165.96","20.13","Clidemia japurensis","68","455.44","243.71","29.55","Clidemia japurensis","68","734.26","290.92","35.28","Clidemia japurensis","68","182.72","176.33","21.38"
"277","Miconia mazanana","13","252.31","13.05","3.62","Miconia mazanana","13","96.62","4.82","1.34","Miconia mazanana","13","85.08","2.75","0.76","Miconia mazanana","13","452.08","86.76","24.06","Miconia mazanana","13","309","12.68","3.52","Miconia mazanana","13","196","12.96","3.59","Miconia mazanana","13","113","5.7","1.58","Miconia mazanana","13","250.38","14.82","4.11","Miconia mazanana","13","251.62","12.17","3.38","Miconia mazanana","13","256.92","13.56","3.76","Miconia mazanana","13","245.31","12.53","3.48","Miconia mazanana","13","3091.46","367.29","101.87","Miconia mazanana","13","348.15","50.27","13.94","Miconia mazanana","13","171","39.77","11.03","Miconia mazanana","13","21.31","6.43","1.78","Miconia mazanana","13","984.15","134.5","37.3","Miconia mazanana","13","563.54","107.82","29.9","Miconia mazanana","13","703.69","127.18","35.27","Miconia mazanana","13","770","238.93","66.27","Miconia mazanana","13","267.77","225.36","62.5"
"278","Blakea brasiliensis","5","251.6","21.62","9.67","Blakea brasiliensis","5","90.4","3.85","1.72","Blakea brasiliensis","5","82.8","6.34","2.84","Blakea brasiliensis","5","536.2","162.1","72.49","Blakea brasiliensis","5","307.4","22.7","10.15","Blakea brasiliensis","5","198.4","22.3","9.97","Blakea brasiliensis","5","109","7.04","3.15","Blakea brasiliensis","5","248.8","20.12","9","Blakea brasiliensis","5","252.4","22.26","9.95","Blakea brasiliensis","5","257","22.69","10.15","Blakea brasiliensis","5","243.8","20.84","9.32","Blakea brasiliensis","5","3290.6","616.07","275.51","Blakea brasiliensis","5","372.2","44","19.68","Blakea brasiliensis","5","166.2","82.67","36.97","Blakea brasiliensis","5","22.8","8.23","3.68","Blakea brasiliensis","5","1031.4","134.17","60","Blakea brasiliensis","5","586.2","214.12","95.76","Blakea brasiliensis","5","697.4","255.37","114.2","Blakea brasiliensis","5","840.2","203.25","90.9","Blakea brasiliensis","5","307.8","354.27","158.43"
"279","Alloneuron ulei","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alloneuron ulei","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alloneuron ulei","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alloneuron ulei","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alloneuron ulei","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alloneuron ulei","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alloneuron ulei","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alloneuron ulei","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alloneuron ulei","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alloneuron ulei","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alloneuron ulei","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alloneuron ulei","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alloneuron ulei","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alloneuron ulei","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alloneuron ulei","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alloneuron ulei","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alloneuron ulei","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alloneuron ulei","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alloneuron ulei","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Alloneuron ulei","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"280","Desmoscelis villosa","181","247.04","22.28","1.66","Desmoscelis villosa","181","109.26","16.39","1.22","Desmoscelis villosa","181","74.47","7.07","0.53","Desmoscelis villosa","181","943.97","522.18","38.81","Desmoscelis villosa","181","319.31","22.99","1.71","Desmoscelis villosa","181","171.32","36.07","2.68","Desmoscelis villosa","181","147.99","30.26","2.25","Desmoscelis villosa","181","248.72","18.94","1.41","Desmoscelis villosa","181","240.4","29.82","2.22","Desmoscelis villosa","181","256.82","21.38","1.59","Desmoscelis villosa","181","233.33","26.85","2","Desmoscelis villosa","181","1888.03","684.43","50.87","Desmoscelis villosa","181","300.83","80.7","6","Desmoscelis villosa","181","40.59","49.2","3.66","Desmoscelis villosa","181","61.17","18.84","1.4","Desmoscelis villosa","181","819.67","218.18","16.22","Desmoscelis villosa","181","150.13","161.86","12.03","Desmoscelis villosa","181","387.83","191.6","14.24","Desmoscelis villosa","181","411.48","411.18","30.56","Desmoscelis villosa","181","412.07","388.91","28.91"
"281","Clidemia sessiliflora","23","216.09","28.55","5.95","Clidemia sessiliflora","23","106.09","18.67","3.89","Clidemia sessiliflora","23","83.65","4.74","0.99","Clidemia sessiliflora","23","468.22","185.97","38.78","Clidemia sessiliflora","23","280.3","22.25","4.64","Clidemia sessiliflora","23","153.78","40.15","8.37","Clidemia sessiliflora","23","126.52","24.37","5.08","Clidemia sessiliflora","23","214.04","28.3","5.9","Clidemia sessiliflora","23","214.74","30.47","6.35","Clidemia sessiliflora","23","221.39","27.9","5.82","Clidemia sessiliflora","23","209.43","29.4","6.13","Clidemia sessiliflora","23","2743.09","1103.65","230.13","Clidemia sessiliflora","23","351.78","154.04","32.12","Clidemia sessiliflora","23","116.09","70.7","14.74","Clidemia sessiliflora","23","35.22","19.69","4.11","Clidemia sessiliflora","23","956.78","402.72","83.97","Clidemia sessiliflora","23","391.91","217.79","45.41","Clidemia sessiliflora","23","580.7","301.03","62.77","Clidemia sessiliflora","23","737.74","392.47","81.84","Clidemia sessiliflora","23","1114.09","698.93","145.74"
"282","Miconia egensis","45","256.22","16.28","2.43","Miconia egensis","45","105.69","20.57","3.07","Miconia egensis","45","76.78","7.26","1.08","Miconia egensis","45","628.18","279.96","41.73","Miconia egensis","45","327.09","18.25","2.72","Miconia egensis","45","187.33","33.83","5.04","Miconia egensis","45","139.76","38.45","5.73","Miconia egensis","45","254.09","14.79","2.2","Miconia egensis","45","254.98","22","3.28","Miconia egensis","45","263.16","15.85","2.36","Miconia egensis","45","247.8","18.97","2.83","Miconia egensis","45","2384.84","595.59","88.79","Miconia egensis","45","360.24","87.09","12.98","Miconia egensis","45","57.6","51.37","7.66","Miconia egensis","45","54.82","16.59","2.47","Miconia egensis","45","1000.4","237.58","35.42","Miconia egensis","45","207.89","161.72","24.11","Miconia egensis","45","419.36","255.23","38.05","Miconia egensis","45","612.33","428.88","63.93","Miconia egensis","45","267.64","296.67","44.22"
"283","Miconia capitellata","11","170.73","41.94","12.65","Miconia capitellata","11","102.36","10.26","3.09","Miconia capitellata","11","88","3.07","0.93","Miconia capitellata","11","350.09","59.18","17.84","Miconia capitellata","11","229.64","42.64","12.86","Miconia capitellata","11","113.82","41.14","12.4","Miconia capitellata","11","115.82","11.63","3.51","Miconia capitellata","11","169.18","41.57","12.53","Miconia capitellata","11","169.91","41.35","12.47","Miconia capitellata","11","173.82","42.42","12.79","Miconia capitellata","11","165.09","42.55","12.83","Miconia capitellata","11","1929.91","867.66","261.61","Miconia capitellata","11","234.82","108.73","32.78","Miconia capitellata","11","101.18","47.26","14.25","Miconia capitellata","11","27","9.48","2.86","Miconia capitellata","11","643.27","276.06","83.24","Miconia capitellata","11","334.91","157.59","47.52","Miconia capitellata","11","445.64","204.32","61.6","Miconia capitellata","11","515.64","316.66","95.48","Miconia capitellata","11","1983.09","804.83","242.67"
"284","Tococa symphyandra","16","204.94","33.91","8.48","Tococa symphyandra","16","99.56","6.98","1.75","Tococa symphyandra","16","88.38","3.16","0.79","Tococa symphyandra","16","345.06","118.35","29.59","Tococa symphyandra","16","262.88","32.84","8.21","Tococa symphyandra","16","150.44","34.79","8.7","Tococa symphyandra","16","112.44","10.32","2.58","Tococa symphyandra","16","202.25","34.51","8.63","Tococa symphyandra","16","206.5","33.76","8.44","Tococa symphyandra","16","208.38","34.21","8.55","Tococa symphyandra","16","199.69","33.88","8.47","Tococa symphyandra","16","2842.56","798.81","199.7","Tococa symphyandra","16","334.62","86.15","21.54","Tococa symphyandra","16","158.12","65.38","16.34","Tococa symphyandra","16","23.94","8.51","2.13","Tococa symphyandra","16","910.31","238.75","59.69","Tococa symphyandra","16","514.88","193.83","48.46","Tococa symphyandra","16","697.06","229.99","57.5","Tococa symphyandra","16","841.12","206.53","51.63","Tococa symphyandra","16","1272.38","693.33","173.33"
"285","Tococa coronata","95","262.03","17.45","1.79","Tococa coronata","95","99.19","10.31","1.06","Tococa coronata","95","81.39","6.73","0.69","Tococa coronata","95","515.45","181.16","18.59","Tococa coronata","95","324.98","20.5","2.1","Tococa coronata","95","202.63","22.15","2.27","Tococa coronata","95","122.35","20.21","2.07","Tococa coronata","95","258.37","16.5","1.69","Tococa coronata","95","263","19.24","1.97","Tococa coronata","95","267.68","18.43","1.89","Tococa coronata","95","254.75","17.39","1.78","Tococa coronata","95","2574.81","517.18","53.06","Tococa coronata","95","344.33","62.39","6.4","Tococa coronata","95","97.35","63","6.46","Tococa coronata","95","40.68","18.43","1.89","Tococa coronata","95","965.62","176.82","18.14","Tococa coronata","95","338.67","189.42","19.43","Tococa coronata","95","470.41","197.05","20.22","Tococa coronata","95","757.59","329.99","33.86","Tococa coronata","95","174.09","305.66","31.36"
"286","Tococa platyphylla","33","209.42","30.91","5.38","Tococa platyphylla","33","97.94","7.51","1.31","Tococa platyphylla","33","83.09","6.55","1.14","Tococa platyphylla","33","448.48","227.57","39.61","Tococa platyphylla","33","269.79","33.01","5.75","Tococa platyphylla","33","151.91","32.66","5.69","Tococa platyphylla","33","117.88","13.62","2.37","Tococa platyphylla","33","207.48","30.2","5.26","Tococa platyphylla","33","209.61","32.11","5.59","Tococa platyphylla","33","214.64","31.26","5.44","Tococa platyphylla","33","203.21","30.71","5.35","Tococa platyphylla","33","2902.18","959.53","167.03","Tococa platyphylla","33","397.76","138.54","24.12","Tococa platyphylla","33","96.24","62.16","10.82","Tococa platyphylla","33","42.06","14.25","2.48","Tococa platyphylla","33","1056.55","365.88","63.69","Tococa platyphylla","33","345.42","201.6","35.09","Tococa platyphylla","33","616.45","223.7","38.94","Tococa platyphylla","33","775.7","405.42","70.57","Tococa platyphylla","33","1204.39","554.78","96.57"
"287","Leandra glandulifera","21","253.33","24.25","5.29","Leandra glandulifera","21","100","12.69","2.77","Leandra glandulifera","21","83.48","5.34","1.17","Leandra glandulifera","21","515.95","126.54","27.61","Leandra glandulifera","21","314.19","22.8","4.98","Leandra glandulifera","21","195","26.36","5.75","Leandra glandulifera","21","119.19","11.21","2.45","Leandra glandulifera","21","249.95","24.76","5.4","Leandra glandulifera","21","254.1","25.27","5.51","Leandra glandulifera","21","258.19","24.21","5.28","Leandra glandulifera","21","245.62","23.69","5.17","Leandra glandulifera","21","2785.71","550.14","120.05","Leandra glandulifera","21","334.62","79.39","17.32","Leandra glandulifera","21","135.14","45.99","10.04","Leandra glandulifera","21","25.71","8.61","1.88","Leandra glandulifera","21","917.57","231.97","50.62","Leandra glandulifera","21","465.95","125.22","27.33","Leandra glandulifera","21","570.48","143.48","31.31","Leandra glandulifera","21","796.67","304.91","66.54","Leandra glandulifera","21","373.1","484.47","105.72"
"288","Graffenrieda rotundifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Graffenrieda rotundifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Graffenrieda rotundifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Graffenrieda rotundifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Graffenrieda rotundifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Graffenrieda rotundifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Graffenrieda rotundifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Graffenrieda rotundifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Graffenrieda rotundifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Graffenrieda rotundifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Graffenrieda rotundifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Graffenrieda rotundifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Graffenrieda rotundifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Graffenrieda rotundifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Graffenrieda rotundifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Graffenrieda rotundifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Graffenrieda rotundifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Graffenrieda rotundifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Graffenrieda rotundifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Graffenrieda rotundifolia","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"289","Miconia barbinervis","75","246.92","20.13","2.32","Miconia barbinervis","75","97.36","14.74","1.7","Miconia barbinervis","75","81.09","7.39","0.85","Miconia barbinervis","75","609.29","352.53","40.71","Miconia barbinervis","75","307.91","20.39","2.35","Miconia barbinervis","75","187.63","24.7","2.85","Miconia barbinervis","75","120.28","21.41","2.47","Miconia barbinervis","75","246.36","20.44","2.36","Miconia barbinervis","75","246.35","20.56","2.37","Miconia barbinervis","75","253.6","20.53","2.37","Miconia barbinervis","75","238.2","20.54","2.37","Miconia barbinervis","75","2765.12","802.87","92.71","Miconia barbinervis","75","378.23","127.11","14.68","Miconia barbinervis","75","97.63","64.06","7.4","Miconia barbinervis","75","41.08","18.55","2.14","Miconia barbinervis","75","1022.72","334.08","38.58","Miconia barbinervis","75","344.32","196.24","22.66","Miconia barbinervis","75","621.65","241.75","27.91","Miconia barbinervis","75","666.81","346.7","40.03","Miconia barbinervis","75","436.72","448.93","51.84"
"290","Clidemia ostrina","18","236.44","35.46","8.36","Clidemia ostrina","18","95.39","8.97","2.11","Clidemia ostrina","18","87.22","3.32","0.78","Clidemia ostrina","18","363","90.45","21.32","Clidemia ostrina","18","292.5","35.35","8.33","Clidemia ostrina","18","183.33","38.31","9.03","Clidemia ostrina","18","109.17","12.57","2.96","Clidemia ostrina","18","233.33","36.15","8.52","Clidemia ostrina","18","237.44","36.26","8.55","Clidemia ostrina","18","240.67","35.55","8.38","Clidemia ostrina","18","231.44","35.55","8.38","Clidemia ostrina","18","3486.33","1535.91","362.02","Clidemia ostrina","18","440.67","147.96","34.87","Clidemia ostrina","18","124.56","107.56","25.35","Clidemia ostrina","18","37.94","11.2","2.64","Clidemia ostrina","18","1184.56","443.45","104.52","Clidemia ostrina","18","457.89","357.76","84.32","Clidemia ostrina","18","742.11","404.57","95.36","Clidemia ostrina","18","1009.22","461.55","108.79","Clidemia ostrina","18","779.06","726.82","171.31"
"291","Graffenrieda emarginata","30","183.07","40.49","7.39","Graffenrieda emarginata","30","110.87","21.11","3.85","Graffenrieda emarginata","30","82.43","6.02","1.1","Graffenrieda emarginata","30","548.33","267.86","48.9","Graffenrieda emarginata","30","248.7","44.39","8.1","Graffenrieda emarginata","30","114.13","43.64","7.97","Graffenrieda emarginata","30","134.57","28.14","5.14","Graffenrieda emarginata","30","183.73","40.4","7.38","Graffenrieda emarginata","30","177.43","40.72","7.43","Graffenrieda emarginata","30","188.77","41.19","7.52","Graffenrieda emarginata","30","175.07","39.99","7.3","Graffenrieda emarginata","30","1828.4","900.42","164.39","Graffenrieda emarginata","30","244.6","124.99","22.82","Graffenrieda emarginata","30","71.13","56.11","10.24","Graffenrieda emarginata","30","39.87","15.09","2.76","Graffenrieda emarginata","30","668.07","338.22","61.75","Graffenrieda emarginata","30","242.83","171.3","31.27","Graffenrieda emarginata","30","484.87","237.69","43.4","Graffenrieda emarginata","30","349.73","297.47","54.31","Graffenrieda emarginata","30","1834.23","742.55","135.57"
"292","Leandra secundiflora","15","246.4","36.2","9.35","Leandra secundiflora","15","96.2","5.43","1.4","Leandra secundiflora","15","85.8","2.46","0.64","Leandra secundiflora","15","444","93.47","24.13","Leandra secundiflora","15","302.33","34.25","8.84","Leandra secundiflora","15","190.93","37.09","9.58","Leandra secundiflora","15","111.4","4.73","1.22","Leandra secundiflora","15","244.47","36.27","9.36","Leandra secundiflora","15","245.4","35.27","9.11","Leandra secundiflora","15","250.6","36.47","9.42","Leandra secundiflora","15","239.33","35.84","9.25","Leandra secundiflora","15","2815.8","438.31","113.17","Leandra secundiflora","15","304.07","56.09","14.48","Leandra secundiflora","15","168","28.08","7.25","Leandra secundiflora","15","18.13","3.68","0.95","Leandra secundiflora","15","863.27","147.59","38.11","Leandra secundiflora","15","545.47","96.88","25.01","Leandra secundiflora","15","649.07","127.46","32.91","Leandra secundiflora","15","708.07","176.93","45.68","Leandra secundiflora","15","398.67","725.51","187.33"
"293","Miconia asclepiadea","14","188.14","31","8.29","Miconia asclepiadea","14","107.07","8.45","2.26","Miconia asclepiadea","14","87.79","3.17","0.85","Miconia asclepiadea","14","342.21","120.84","32.3","Miconia asclepiadea","14","250.43","31.36","8.38","Miconia asclepiadea","14","128.86","34.52","9.23","Miconia asclepiadea","14","121.57","10.45","2.79","Miconia asclepiadea","14","186","29.62","7.92","Miconia asclepiadea","14","189.64","32.23","8.61","Miconia asclepiadea","14","191.5","31.85","8.51","Miconia asclepiadea","14","182.71","29.82","7.97","Miconia asclepiadea","14","2289.43","669.42","178.91","Miconia asclepiadea","14","291.71","88.53","23.66","Miconia asclepiadea","14","107.79","49.51","13.23","Miconia asclepiadea","14","31.36","13.78","3.68","Miconia asclepiadea","14","807.07","266.24","71.16","Miconia asclepiadea","14","362.36","143.1","38.25","Miconia asclepiadea","14","554","199.27","53.26","Miconia asclepiadea","14","637.5","274.75","73.43","Miconia asclepiadea","14","1622.93","609.64","162.93"
"294","Miconia pulvinata","18","209","32.64","7.69","Miconia pulvinata","18","99.56","8.37","1.97","Miconia pulvinata","18","85.83","3.85","0.91","Miconia pulvinata","18","379.22","127.39","30.03","Miconia pulvinata","18","267.33","33.82","7.97","Miconia pulvinata","18","151.72","35.27","8.31","Miconia pulvinata","18","115.61","12.7","2.99","Miconia pulvinata","18","207.11","31.3","7.38","Miconia pulvinata","18","207.89","33.13","7.81","Miconia pulvinata","18","212.89","33.07","7.79","Miconia pulvinata","18","203.5","32.33","7.62","Miconia pulvinata","18","2504.28","1062.05","250.33","Miconia pulvinata","18","351.17","160.86","37.92","Miconia pulvinata","18","66.78","29.42","6.93","Miconia pulvinata","18","43.06","10.99","2.59","Miconia pulvinata","18","929.39","453.92","106.99","Miconia pulvinata","18","259.94","106","24.98","Miconia pulvinata","18","531.72","203.38","47.94","Miconia pulvinata","18","764.83","528.41","124.55","Miconia pulvinata","18","1322.06","548.02","129.17"
"295","Clidemia ciliata","26","202.42","39.57","7.76","Clidemia ciliata","26","99.19","6.82","1.34","Clidemia ciliata","26","85.81","4.26","0.84","Clidemia ciliata","26","383.58","113.47","22.25","Clidemia ciliata","26","260.62","42.31","8.3","Clidemia ciliata","26","145.27","39.87","7.82","Clidemia ciliata","26","115.35","10.61","2.08","Clidemia ciliata","26","200.58","38.17","7.49","Clidemia ciliata","26","201.85","40.94","8.03","Clidemia ciliata","26","206.5","40.13","7.87","Clidemia ciliata","26","196.96","38.86","7.62","Clidemia ciliata","26","2551.08","1279.43","250.92","Clidemia ciliata","26","337.31","167.98","32.94","Clidemia ciliata","26","82.04","52.04","10.21","Clidemia ciliata","26","39.38","10.73","2.1","Clidemia ciliata","26","911.15","484.46","95.01","Clidemia ciliata","26","309.77","167.7","32.89","Clidemia ciliata","26","532.35","216.85","42.53","Clidemia ciliata","26","764.5","536.24","105.17","Clidemia ciliata","26","1403.85","719.15","141.04"
"296","Adelobotrys subsessilis","11","261.55","1.86","0.56","Adelobotrys subsessilis","11","94.18","4.05","1.22","Adelobotrys subsessilis","11","83.82","2.71","0.82","Adelobotrys subsessilis","11","468.91","94.7","28.55","Adelobotrys subsessilis","11","317.18","4","1.21","Adelobotrys subsessilis","11","205.27","3.04","0.92","Adelobotrys subsessilis","11","111.91","4.46","1.34","Adelobotrys subsessilis","11","260.91","2.47","0.74","Adelobotrys subsessilis","11","259.64","4.43","1.34","Adelobotrys subsessilis","11","266.45","2.34","0.71","Adelobotrys subsessilis","11","254.64","2.01","0.61","Adelobotrys subsessilis","11","2782.91","185.23","55.85","Adelobotrys subsessilis","11","307.55","25.39","7.66","Adelobotrys subsessilis","11","151.64","40.24","12.13","Adelobotrys subsessilis","11","21.18","7.05","2.13","Adelobotrys subsessilis","11","868.27","62.56","18.86","Adelobotrys subsessilis","11","505.91","101.86","30.71","Adelobotrys subsessilis","11","648.18","94.85","28.6","Adelobotrys subsessilis","11","622.36","169.42","51.08","Adelobotrys subsessilis","11","125.91","45.23","13.64"
"297","Tococa cordata","4","264","6.32","3.16","Tococa cordata","4","106.75","18.19","9.1","Tococa cordata","4","89.5","2.52","1.26","Tococa cordata","4","389.25","11.53","5.76","Tococa cordata","4","325.25","10.75","5.38","Tococa cordata","4","206.75","10.34","5.17","Tococa cordata","4","118.5","17.08","8.54","Tococa cordata","4","259.25","5.85","2.92","Tococa cordata","4","265.25","7.27","3.63","Tococa cordata","4","267.75","5.38","2.69","Tococa cordata","4","258.25","5.91","2.96","Tococa cordata","4","3069.25","279.1","139.55","Tococa cordata","4","359","31.71","15.86","Tococa cordata","4","176","23.92","11.96","Tococa cordata","4","22.25","1.5","0.75","Tococa cordata","4","1011","101.56","50.78","Tococa cordata","4","578","72.38","36.19","Tococa cordata","4","649","88.03","44.02","Tococa cordata","4","935.25","179.81","89.9","Tococa cordata","4","87.25","20.92","10.46"
"298","Mouriri guianensis","102","257.02","16.94","1.68","Mouriri guianensis","102","102.57","18.31","1.81","Mouriri guianensis","102","75.09","7.75","0.77","Mouriri guianensis","102","923.79","568.05","56.25","Mouriri guianensis","102","325.77","18.46","1.83","Mouriri guianensis","102","187.74","32.81","3.25","Mouriri guianensis","102","138.04","33.22","3.29","Mouriri guianensis","102","257.64","13.93","1.38","Mouriri guianensis","102","252.67","25.27","2.5","Mouriri guianensis","102","266.96","15.29","1.51","Mouriri guianensis","102","244.13","22.97","2.27","Mouriri guianensis","102","1762.04","601.92","59.6","Mouriri guianensis","102","289.57","80.03","7.92","Mouriri guianensis","102","40.84","46.66","4.62","Mouriri guianensis","102","62.36","20.82","2.06","Mouriri guianensis","102","787.75","219.94","21.78","Mouriri guianensis","102","145.27","149.65","14.82","Mouriri guianensis","102","327.28","198","19.6","Mouriri guianensis","102","476.44","370.23","36.66","Mouriri guianensis","102","192.13","211.28","20.92"
"299","Adelobotrys tessmannii","15","240.07","15.51","4","Adelobotrys tessmannii","15","101.13","7.78","2.01","Adelobotrys tessmannii","15","85.2","3.78","0.98","Adelobotrys tessmannii","15","494.47","75.54","19.5","Adelobotrys tessmannii","15","301","12.12","3.13","Adelobotrys tessmannii","15","182.67","18.76","4.84","Adelobotrys tessmannii","15","118.33","10.61","2.74","Adelobotrys tessmannii","15","237.2","15.33","3.96","Adelobotrys tessmannii","15","241.13","15.66","4.04","Adelobotrys tessmannii","15","245.73","14.5","3.74","Adelobotrys tessmannii","15","232.93","15.48","4","Adelobotrys tessmannii","15","2908.93","720.63","186.07","Adelobotrys tessmannii","15","321.53","80.06","20.67","Adelobotrys tessmannii","15","168.87","43.18","11.15","Adelobotrys tessmannii","15","19.8","5","1.29","Adelobotrys tessmannii","15","904.67","235.93","60.92","Adelobotrys tessmannii","15","557.33","151.35","39.08","Adelobotrys tessmannii","15","694.47","187.52","48.42","Adelobotrys tessmannii","15","773.33","267.75","69.13","Adelobotrys tessmannii","15","555.33","366.48","94.62"
