"","species","n_temp","mean_temp","sd_temp","se_temp","within_sp_var_temp","species.1","n_prec","mean_prec","sd_prec","se_prec","within_sp_var_prec","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"161","Lycium sandwicense","5","24.48","0.363318","0.162481","3.000541","Lycium sandwicense","5","1146.4","674.56675","301.675422","66355.898375","Lycium sandwicense","3","2029.666667","96.588474","55.765381","32944.120185","Lycium sandwicense","3","4045.666667","911.125312","526.038444","5612462.520203"
"162","Solanum havanense","7","25.4","0.858293","0.324404","2.143244","Solanum havanense","7","1616.285714","506.703962","191.516096","47397.070268","Solanum havanense","7","1789.142857","186.720315","70.573645","14118.908651","Solanum havanense","7","8709.857143","2319.596763","876.725168","2405341.080087"
"163","Lycianthes surotatensis","4","19.15","1.420094","0.710047","3.750677","Lycianthes surotatensis","4","1213.5","431.108262","215.554131","82944.872969","Lycianthes surotatensis","4","1737.25","82.281529","41.140765","24708.090139","Lycianthes surotatensis","4","6403.75","1681.235929","840.617964","4209346.890152"
"164","Physalis coztomatl","8","14.0375","1.953705","0.690739","1.875338","Physalis coztomatl","8","1121.5","417.592077","147.641095","41472.436485","Physalis coztomatl","8","1601.25","239.728269","84.756742","12354.04507","Physalis coztomatl","8","6147","1490.783495","527.071559","2104673.445076"
"165","Physalis pumila","17","13.652941","1.000074","0.242554","0.882512","Physalis pumila","17","934.117647","157.040553","38.087929","19516.440699","Physalis pumila","17","1563.235294","108.57171","26.332508","5813.668268","Physalis pumila","17","6069.941176","1119.018905","271.40195","990434.562389"
"166","Solanum conicum","7","22.114286","2.457932","0.929011","2.143244","Solanum conicum","7","2062.285714","904.689028","341.940312","47397.070268","Solanum conicum","7","1357.428571","60.152188","22.73539","14118.908651","Solanum conicum","7","15146.571429","4736.09677","1790.07632","2405341.080087"
"167","Lycianthes synanthera","11","21.854545","3.651127","1.100856","1.363882","Lycianthes synanthera","11","2926.181818","623.453578","187.978327","30161.771989","Lycianthes synanthera","11","1554.272727","187.595358","56.562129","8984.760051","Lycianthes synanthera","11","18269.363636","3864.542231","1165.203324","1530671.596419"
"168","Lycianthes nitida","27","23.974074","2.278426","0.438483","0.555656","Lycianthes nitida","27","2908.222222","616.753244","118.694217","12288.129329","Lycianthes nitida","27","1632.925926","196.761653","37.866798","3660.457798","Lycianthes nitida","27","17128.62963","4789.637526","921.766172","623606.946689"
"169","Solanum glutinosum","10","9.25","3.58833","1.13473","1.500271","Solanum glutinosum","10","556.4","145.763278","46.094396","33177.949188","Solanum glutinosum","10","1348","237.99113","75.259403","9883.236056","Solanum glutinosum","10","5424.8","1949.406109","616.456339","1683738.756061"
"170","Solanum rhytidoandrum","83","24.814458","1.927916","0.211616","0.180756","Solanum rhytidoandrum","83","1385.036145","674.435327","74.028895","3997.343276","Solanum rhytidoandrum","83","1585.891566","173.270127","19.018867","1190.751332","Solanum rhytidoandrum","83","9203.518072","5618.439859","616.703893","202860.091092"
"171","Solanum johnsonianum","1","22.5",NA,NA,"15.002707","Solanum johnsonianum","1","632",NA,NA,"331779.491877","Solanum johnsonianum","1","2117",NA,NA,"98832.360556","Solanum johnsonianum","1","3098",NA,NA,"16837387.56061"
"172","Solanum capsicoides","145","21.452414","3.809693","0.316378","0.103467","Solanum capsicoides","145","1496.255172","633.945875","52.646339","2288.134427","Solanum capsicoides","142","1536.943662","242.890244","20.382896","696.002539","Solanum capsicoides","142","9935.070423","3768.345333","316.232516","118573.151835"
"173","Physalis glutinosa","21","16.595238","2.85648","0.623335","0.714415","Physalis glutinosa","21","674.380952","264.378796","57.692183","15799.023423","Physalis glutinosa","21","1869.714286","141.489273","30.875491","4706.302884","Physalis glutinosa","21","3512.904762","1480.636549","323.101384","801780.360029"
"174","Lycianthes multiflora","19","23.173684","3.08938","0.708752","0.789616","Lycianthes multiflora","19","2702.368421","929.36198","213.210261","17462.07852","Lycianthes multiflora","19","1665.842105","136.554126","31.327665","5201.703187","Lycianthes multiflora","19","14996.842105","4055.437191","930.381099","886178.292664"
"175","Solanum prinophyllum","24","16.2375","1.733008","0.353749","0.625113","Solanum prinophyllum","24","1035.5","255.013555","52.054424","13824.145495","Solanum prinophyllum","23","1533.086957","111.012249","23.147654","4297.059155","Solanum prinophyllum","23","6856.565217","1486.37481","309.930573","732060.328722"
"176","Solanum chippendalei","61","25.080328","1.416783","0.1814","0.245946","Solanum chippendalei","61","375.47541","88.563839","11.339438","5439.008064","Solanum chippendalei","61","3096.114754","164.104042","21.01137","1620.202632","Solanum chippendalei","61","1269.885246","334.054242","42.771263","276022.746895"
"177","Brugmansia sanguinea","24","13.329167","4.707208","0.960855","0.625113","Brugmansia sanguinea","24","1237.083333","871.061467","177.804677","13824.145495","Brugmansia sanguinea","24","1182.791667","148.96366","30.40708","4118.015023","Brugmansia sanguinea","24","9470.791667","5139.561045","1049.108505","701557.815025"
"178","Solanum montanum","11","21.954545","1.380843","0.41634","1.363882","Solanum montanum","11","50.636364","44.340214","13.369078","30161.771989","Solanum montanum","11","1418.818182","273.736668","82.534711","8984.760051","Solanum montanum","11","295.818182","272.441854","82.14431","1530671.596419"
"179","Solanum donianum","20","26.06","0.444143","0.099313","0.750135","Solanum donianum","20","1220.5","339.530403","75.921306","16588.974594","Solanum donianum","16","1835.8125","65.114483","16.278621","6177.022535","Solanum donianum","16","7138.5","1821.476141","455.369035","1052336.722538"
"180","Solanum sitiens","1","9.7",NA,NA,"15.002707","Solanum sitiens","1","19",NA,NA,"331779.491877","Solanum sitiens","1","2211",NA,NA,"98832.360556","Solanum sitiens","1","85",NA,NA,"16837387.56061"
"181","Physochlaina praealta","25","1.064","7.176227","1.435245","0.600108","Physochlaina praealta","25","323.04","346.533125","69.306625","13271.179675","Physochlaina praealta","25","1271.84","244.047243","48.809449","3953.294422","Physochlaina praealta","25","2997.08","2283.650238","456.730048","673495.502424"
"182","Physalis viscosa","122","18.486066","3.57864","0.323995","0.122973","Physalis viscosa","122","958.598361","407.753666","36.916282","2719.504032","Physalis viscosa","121","1717.950413","181.948567","16.540779","816.796368","Physalis viscosa","121","5498.471074","2794.608056","254.055278","139151.963311"
"183","Solanum giganteum","57","19.45614","2.922084","0.387039","0.263205","Solanum giganteum","57","1172.964912","458.24806","60.696438","5820.69284","Solanum giganteum","58","1619.62069","200.602586","26.34041","1704.006216","Solanum giganteum","58","7311.275862","3174.090182","416.778459","290299.785528"
"184","Solanum adscendens","34","22.276471","3.525497","0.604618","0.441256","Solanum adscendens","34","809.411765","515.784611","88.456331","9758.220349","Solanum adscendens","34","1941.558824","177.268362","30.401273","2906.834134","Solanum adscendens","34","4602.088235","3067.247343","526.02858","495217.281194"
"185","Przewalskia tangutica","29","0.793103","5.138227","0.954145","0.517335","Przewalskia tangutica","29","370.931034","166.647603","30.945683","11440.672134","Przewalskia tangutica","29","1053.862069","231.94407","43.070933","3408.012433","Przewalskia tangutica","29","4906","2069.261359","384.252188","580599.571056"
"186","Hyoscyamus niger","312","7.961859","3.235552","0.183177","0.048086","Hyoscyamus niger","312","695.951923","291.358975","16.494954","1063.395807","Hyoscyamus niger","301","926.27907","270.705268","15.603192","328.346713","Hyoscyamus niger","300","8127.956667","4044.393836","233.503187","56124.625202"
"187","Solanum esuriale","222","21.17973","3.122737","0.209584","0.06758","Solanum esuriale","222","388.261261","195.476363","13.119514","1494.502216","Solanum esuriale","221","2464.253394","421.003011","28.319727","447.205251","Solanum esuriale","221","1804.959276","1305.172031","87.795372","76187.27403"
"188","Solanum morelliforme","4","15.9","2.222611","1.111306","3.750677","Solanum morelliforme","4","1185.25","190.77976","95.38988","82944.872969","Solanum morelliforme","4","1500.75","153.428322","76.714161","24708.090139","Solanum morelliforme","4","7351.25","2692.847362","1346.423681","4209346.890152"
"189","Cestrum oblongifolium","20","16.865","2.649583","0.592465","0.750135","Cestrum oblongifolium","20","956.15","348.480049","77.922508","16588.974594","Cestrum oblongifolium","20","1760.85","123.673286","27.654187","4941.618028","Cestrum oblongifolium","20","4997.4","2535.964934","567.058998","841869.37803"
"190","Cestrum fasciculatum","9","18.222222","3.02976","1.00992","1.666967","Cestrum fasciculatum","9","1151.222222","498.555357","166.185119","36864.387986","Cestrum fasciculatum","9","1633.555556","228.808933","76.269644","10981.373395","Cestrum fasciculatum","9","7689.222222","4022.122101","1340.707367","1870820.840068"
"191","Solanum candidum","78","23.205128","3.473832","0.393334","0.192342","Solanum candidum","78","1695.358974","796.386596","90.173025","4253.583229","Solanum candidum","78","1698.846154","287.726154","32.578572","1267.081546","Solanum candidum","78","11138.179487","6810.444482","771.130988","215863.943085"
"192","Quincula lobata","109","16.255046","4.248627","0.406945","0.13764","Quincula lobata","109","456.027523","158.503094","15.181843","3043.848549","Quincula lobata","109","2060.954128","229.751451","22.006198","906.718904","Quincula lobata","109","2384.284404","961.531755","92.098039","154471.44551"
"193","Datura ceratocaula","20","18.83","2.415542","0.540132","0.750135","Datura ceratocaula","20","676.6","277.424319","62.033964","16588.974594","Datura ceratocaula","20","1868.7","96.707426","21.624438","4941.618028","Datura ceratocaula","20","3578.15","1106.133202","247.338903","841869.37803"
"194","Solanum citrullifolium","28","19.296429","3.038211","0.574168","0.535811","Solanum citrullifolium","28","408.821429","222.158611","41.984031","11849.267567","Solanum citrullifolium","28","2128.392857","177.790209","33.599191","3529.727163","Solanum citrullifolium","28","2112.25","1223.8574","231.287309","601335.270022"
"195","Physalis microphysa","14","17.571429","3.268599","0.87357","1.071622","Physalis microphysa","14","417.428571","120.328853","32.159239","23698.535134","Physalis microphysa","14","2057.357143","146.002427","39.02079","7059.454325","Physalis microphysa","14","2001.142857","601.330046","160.712215","1202670.540044"
"196","Capsicum chinense","65","24.344615","1.812718","0.22484","0.230811","Capsicum chinense","65","2615.8","890.201771","110.41594","5104.299875","Capsicum chinense","64","1392.5625","173.065257","21.633157","1544.255634","Capsicum chinense","64","18918.09375","7053.055721","881.631965","263084.180635"
"197","Solanum mammosum","113","23.666372","2.934664","0.27607","0.132767","Solanum mammosum","113","2028.80531","824.895176","77.599611","2936.101698","Solanum mammosum","113","1547.300885","224.559604","21.124791","874.62266","Solanum mammosum","113","14381.867257","6784.665156","638.24761","149003.42974"
"198","Solanum jamaicense","156","24.473077","2.492087","0.199527","0.096171","Solanum jamaicense","156","2458.25641","1134.431748","90.827231","2126.791615","Solanum jamaicense","154","1563.766234","224.420118","18.084288","641.768575","Solanum jamaicense","154","15600.279221","7256.103715","584.7135","109333.685459"
"199","Solanum oxyphyllum","14","23.2","2.442256","0.65272","1.071622","Solanum oxyphyllum","14","3038.5","1214.56081","324.60503","23698.535134","Solanum oxyphyllum","14","1274.642857","110.966112","29.656941","7059.454325","Solanum oxyphyllum","14","21531.428571","9547.387381","2551.646608","1202670.540044"
"200","Solanum thelopodium","59","23.669492","2.592845","0.33756","0.254283","Solanum thelopodium","59","2770.423729","1258.694893","163.868117","5623.381218","Solanum thelopodium","59","1322.033898","158.654468","20.655052","1675.124755","Solanum thelopodium","59","21045.254237","8245.104961","1073.421236","285379.45018"
"201","Solanum nemorense","37","23.486486","2.70649","0.444944","0.405479","Solanum nemorense","37","2341.702703","970.950704","159.623312","8967.013294","Solanum nemorense","37","1310.459459","154.249184","25.35841","2671.14488","Solanum nemorense","37","18183.027027","6705.456826","1102.370312","455064.528665"
"202","Browallia speciosa","27","18.648148","3.535465","0.680401","0.555656","Browallia speciosa","27","2423","924.660312","177.95096","12288.129329","Browallia speciosa","27","1252.555556","125.558853","24.163813","3660.457798","Browallia speciosa","27","18894.592593","6684.169888","1286.369095","623606.946689"
"203","Solanum pseudolulo","16","22.34375","3.311388","0.827847","0.937669","Solanum pseudolulo","16","2411.75","974.197071","243.549268","20736.218242","Solanum pseudolulo","16","1437.625","204.55476","51.13869","6177.022535","Solanum pseudolulo","16","18501.5","7234.723068","1808.680767","1052336.722538"
"204","Solanum occultum","26","22.803846","2.795351","0.548213","0.577027","Solanum occultum","26","2392.192308","994.494727","195.036462","12760.749688","Solanum occultum","26","1259.153846","117.229243","22.990546","3801.244637","Solanum occultum","26","18982.5","8211.315414","1610.371443","647591.829254"
"205","Solanum monachophyllum","69","25.718841","1.30263","0.156818","0.217431","Solanum monachophyllum","69","2182.73913","588.499129","70.84697","4808.398433","Solanum monachophyllum","69","1565.623188","163.997409","19.742968","1432.353052","Solanum monachophyllum","69","14328.594203","4527.887104","545.093552","244020.109574"
"206","Solanum lanceifolium","86","23.396512","3.225831","0.34785","0.17445","Solanum lanceifolium","86","1690.453488","805.314387","86.839284","3857.901068","Solanum lanceifolium","86","1732.27907","170.997052","18.439086","1149.213495","Solanum lanceifolium","86","10044.116279","4805.51617","518.192135","195783.576286"
"207","Cestrum megalophyllum","93","22.16129","4.210831","0.436643","0.161319","Cestrum megalophyllum","93","2525.989247","1252.558751","129.884292","3567.521418","Cestrum megalophyllum","93","1431.268817","234.018911","24.266631","1062.713554","Cestrum megalophyllum","93","16910.526882","7597.381528","787.811765","181047.178071"
"208","Solanum evolvulifolium","30","18.75","4.193488","0.765623","0.50009","Solanum evolvulifolium","30","3005.566667","1419.554463","259.174","11059.316396","Solanum evolvulifolium","30","1292.6","204.813389","37.393638","3294.412019","Solanum evolvulifolium","30","20693.4","8252.034786","1506.608533","561246.25202"
"209","Solanum pectinatum","27","23.518519","3.568024","0.686667","0.555656","Solanum pectinatum","27","2457.925926","944.811211","181.829002","12288.129329","Solanum pectinatum","27","1473.148148","229.385752","44.145309","3660.457798","Solanum pectinatum","27","17781.888889","7415.707131","1427.153503","623606.946689"
"210","Trianaea speciosa","16","17.88125","3.807224","0.951806","0.937669","Trianaea speciosa","16","1898.875","882.429667","220.607417","20736.218242","Trianaea speciosa","16","1222.1875","96.178458","24.044615","6177.022535","Trianaea speciosa","16","14146.3125","6158.115423","1539.528856","1052336.722538"
"211","Solanum atropurpureum","57","20.903509","1.650754","0.218648","0.263205","Solanum atropurpureum","57","1533.22807","321.604405","42.597544","5820.69284","Solanum atropurpureum","57","1509.333333","175.082158","23.190198","1733.901062","Solanum atropurpureum","57","9978.877193","2760.299881","365.610651","295392.764221"
"212","Brunfelsia uniflora","113","22.00708","3.824305","0.35976","0.132767","Brunfelsia uniflora","113","1325.504425","490.629882","46.154577","2936.101698","Brunfelsia uniflora","113","1480.40708","191.612175","18.025357","874.62266","Brunfelsia uniflora","113","8910.079646","3812.187142","358.6204","149003.42974"
"213","Solanum decompositiflorum","37","21.22973","2.47396","0.406717","0.405479","Solanum decompositiflorum","37","1373.27027","378.345642","62.19964","8967.013294","Solanum decompositiflorum","37","1382.324324","156.43601","25.717922","2671.14488","Solanum decompositiflorum","37","9941.324324","3241.752296","532.940795","455064.528665"
"214","Nicotiana longiflora","80","18.86875","3.532797","0.394979","0.187534","Nicotiana longiflora","80","1033.7875","439.308913","49.11623","4147.243648","Nicotiana longiflora","80","1676.6125","174.753098","19.53799","1235.404507","Nicotiana longiflora","80","6262.9875","3039.364309","339.81126","210467.344508"
"215","Solanum brevicaule","17","9.264706","3.407151","0.826355","0.882512","Solanum brevicaule","17","556","389.323933","94.424923","19516.440699","Solanum brevicaule","17","1832.294118","168.256042","40.808084","5813.668268","Solanum brevicaule","17","1942.882353","1414.032438","342.953241","990434.562389"
"216","Solanum microdontum","21","14.02381","4.073071","0.888817","0.714415","Solanum microdontum","21","874.142857","358.206126","78.166985","15799.023423","Solanum microdontum","21","1740.333333","139.005875","30.333569","4706.302884","Solanum microdontum","21","3525.571429","1894.731738","413.464362","801780.360029"
"217","Eriolarynx australis","20","13.52","3.796064","0.848826","0.750135","Eriolarynx australis","20","599.85","238.508584","53.332141","16588.974594","Eriolarynx australis","20","1830.8","162.445651","36.323952","4941.618028","Eriolarynx australis","20","2774.05","1448.36374","323.863978","841869.37803"
"218","Solanum juvenale","18","18.35","2.03043","0.478577","0.833484","Solanum juvenale","18","749.166667","194.490057","45.841746","18432.193993","Solanum juvenale","18","1834.277778","169.534243","39.959604","5490.686698","Solanum juvenale","18","3831.388889","1129.163414","266.146369","935410.420034"
"219","Lycium ciliatum","43","17.216279","3.443899","0.52519","0.3489","Lycium ciliatum","43","630.651163","219.954312","33.542718","7715.802137","Lycium ciliatum","43","1840.976744","148.347964","22.622852","2298.42699","Lycium ciliatum","43","3157.860465","1376.599513","209.929458","391567.152572"
"220","Nierembergia rigida","26","17.096154","1.657825","0.325126","0.577027","Nierembergia rigida","26","749.961538","161.724081","31.716702","12760.749688","Nierembergia rigida","26","1804.846154","172.75571","33.880182","3801.244637","Nierembergia rigida","26","3945.307692","1073.058685","210.444122","647591.829254"
"221","Nicotiana forgetiana","4","16.45","1.859211","0.929605","3.750677","Nicotiana forgetiana","4","1717.75","218.64183","109.320915","82944.872969","Nicotiana forgetiana","4","1194","137.508788","68.754394","24708.090139","Nicotiana forgetiana","4","14095.75","1673.98056","836.99028","4209346.890152"
"222","Nierembergia calycina","7","18.614286","0.384831","0.145452","2.143244","Nierembergia calycina","7","1092.285714","128.516814","48.57479","47397.070268","Nierembergia calycina","7","1643.714286","49.090781","18.554571","14118.908651","Nierembergia calycina","7","6926.857143","675.092939","255.161147","2405341.080087"
"223","Solanum stuckertii","20","16.94","3.876977","0.866918","0.750135","Solanum stuckertii","20","746.5","215.632607","48.216917","16588.974594","Solanum stuckertii","20","1777.7","139.469333","31.186291","4941.618028","Solanum stuckertii","20","3766.25","1163.27604","260.11643","841869.37803"
"224","Salpiglossis sinuata","26","9.680769","4.00989","0.786404","0.577027","Salpiglossis sinuata","26","680.384615","362.927549","71.175948","12760.749688","Salpiglossis sinuata","26","1235.961538","458.349865","89.889804","3801.244637","Salpiglossis sinuata","26","7089.769231","4175.048094","818.794296","647591.829254"
"225","Solanum tenuispinum","21","15.428571","4.704481","1.026602","0.714415","Solanum tenuispinum","21","1100.238095","435.621155","95.060329","15799.023423","Solanum tenuispinum","21","1631.285714","130.286278","28.430797","4706.302884","Solanum tenuispinum","21","5545.52381","2997.314892","654.067732","801780.360029"
"226","Capsicum schottianum","13","18.1","1.952349","0.541484","1.154054","Capsicum schottianum","13","1743.538462","261.216263","72.448356","25521.499375","Capsicum schottianum","13","1169.384615","60.713176","16.838805","7602.489274","Capsicum schottianum","13","14414","2857.794808","792.60967","1295183.658508"
"227","Solanum palitans","34","12.776471","3.832323","0.657238","0.441256","Solanum palitans","34","670.117647","270.099955","46.32176","9758.220349","Solanum palitans","34","1765.470588","170.73464","29.280749","2906.834134","Solanum palitans","34","3009.852941","1334.160618","228.806658","495217.281194"
"228","Lycium americanum","46","20.334783","4.276978","0.630606","0.326146","Lycium americanum","46","842.956522","298.924513","44.074015","7212.597649","Lycium americanum","46","1818.086957","118.444516","17.463691","2148.529577","Lycium americanum","46","4205.543478","1664.988765","245.4892","366030.164361"
"229","Lycium infaustum","23","19.265217","1.86221","0.388298","0.652292","Lycium infaustum","23","480.043478","268.941609","56.078202","14425.195299","Lycium infaustum","23","1954.26087","172.998218","36.072622","4297.059155","Lycium infaustum","23","2687.217391","1574.148889","328.232733","732060.328722"
"230","Sclerophylax spinescens","22","19.645455","2.95421","0.62984","0.681941","Sclerophylax spinescens","22","988.363636","240.141535","51.198347","15080.885994","Sclerophylax spinescens","22","1732.727273","145.856479","31.096706","4492.380025","Sclerophylax spinescens","22","5414.863636","1479.87967","315.511406","765335.79821"
"231","Lycium ameghinoi","34","11.067647","3.028223","0.519336","0.441256","Lycium ameghinoi","34","199.235294","52.058859","8.928021","9758.220349","Lycium ameghinoi","34","1678.294118","207.121181","35.520989","2906.834134","Lycium ameghinoi","34","1257.176471","298.564999","51.203475","495217.281194"
"232","Solanum comarapanum","2","14.3","2.262742","1.6","7.501353","Solanum comarapanum","2","1050","121.622366","86","165889.745938","Solanum comarapanum","2","1560.5","37.476659","26.5","49416.180278","Solanum comarapanum","2","5176","1100.258152","778","8418693.780305"
"233","Nierembergia scoparia","14","18.8","1.657152","0.442893","1.071622","Nierembergia scoparia","14","1422.928571","251.731378","67.278041","23698.535134","Nierembergia scoparia","14","1497.071429","162.693418","43.481645","7059.454325","Nierembergia scoparia","14","9751.857143","2143.642581","572.912578","1202670.540044"
"234","Lycium gilliesianum","36","13.608333","2.871174","0.478529","0.416742","Lycium gilliesianum","36","373.527778","211.091109","35.181852","9216.096997","Lycium gilliesianum","36","1819.777778","151.165399","25.194233","2745.343349","Lycium gilliesianum","36","1877.555556","1087.216983","181.20283","467705.210017"
"235","Solanum hasslerianum","15","21.806667","1.289777","0.333019","1.00018","Solanum hasslerianum","15","1657.4","188.547758","48.682822","22118.632792","Solanum hasslerianum","15","1627.2","73.30192","18.926474","6588.824037","Solanum hasslerianum","15","9819.533333","1047.248972","270.398522","1122492.504041"
"236","Solanum delitescens","6","13.033333","7.201574","2.94003","2.500451","Solanum delitescens","6","918.333333","264.778901","108.095534","55296.581979","Solanum delitescens","6","1652.166667","84.134218","34.347651","16472.060093","Solanum delitescens","6","3730.333333","1388.11623","566.696078","2806231.260102"
"237","Nierembergia aristata","38","17.992105","3.011454","0.488522","0.394808","Nierembergia aristata","38","1014.710526","312.093533","50.628256","8731.03926","Nierembergia aristata","38","1703.026316","122.915811","19.939578","2600.851594","Nierembergia aristata","38","5582.289474","1927.449104","312.673533","443089.146332"
"238","Solanum hieronymi","46","19.443478","3.841623","0.566416","0.326146","Solanum hieronymi","46","665.673913","210.894081","31.094636","7212.597649","Solanum hieronymi","46","1879.717391","149.355454","22.02126","2148.529577","Solanum hieronymi","46","3193","1186.148014","174.887983","366030.164361"
"239","Nicotiana acuminata","34","12.517647","4.400101","0.754611","0.441256","Nicotiana acuminata","34","511.852941","340.806986","58.447916","9758.220349","Nicotiana acuminata","34","1701.5","363.344836","62.313125","2906.834134","Nicotiana acuminata","34","3455.382353","2621.059316","449.507964","495217.281194"
"240","Capsicum flexuosum","46","19.271739","2.089409","0.308067","0.326146","Capsicum flexuosum","46","1720.978261","280.342131","41.334192","7212.597649","Capsicum flexuosum","46","1360.26087","194.475069","28.673785","2148.529577","Capsicum flexuosum","46","12154.23913","2453.862961","361.802355","366030.164361"
"241","Nierembergia linariifolia","60","17.86","3.317095","0.428235","0.250045","Nierembergia linariifolia","60","1086.733333","409.142007","52.820006","5529.658198","Nierembergia linariifolia","60","1678.3","166.200339","21.456372","1647.206009","Nierembergia linariifolia","60","6330.633333","2877.254883","371.452008","280623.12601"
"242","Sclerophylax adnatifolia","10","13.78","2.499689","0.790471","1.500271","Sclerophylax adnatifolia","10","313.5","207.025092","65.467082","33177.949188","Sclerophylax adnatifolia","10","2003.6","128.942881","40.775319","9883.236056","Sclerophylax adnatifolia","10","1091.9","584.742574","184.911838","1683738.756061"
"243","Lycianthes fasciculata","12","17.466667","3.870009","1.117175","1.250226","Lycianthes fasciculata","12","774.333333","247.306337","71.39119","27648.29099","Lycianthes fasciculata","12","1643.333333","127.353005","36.763646","8236.030046","Lycianthes fasciculata","12","5157.166667","2433.513428","702.494816","1403115.630051"
"244","Lycium elongatum","25","18.476","2.308008","0.461602","0.600108","Lycium elongatum","25","649.4","255.512883","51.102577","13271.179675","Lycium elongatum","25","1874.16","171.777152","34.35543","3953.294422","Lycium elongatum","25","3353.2","1135.905733","227.181147","673495.502424"
"245","Lycium cuneatum","32","22.3","2.926519","0.51734","0.468835","Lycium cuneatum","32","886.25","239.643553","42.363395","10368.109121","Lycium cuneatum","32","1849.5","128.284714","22.677748","3088.511267","Lycium cuneatum","32","4457.5","1469.584075","259.788216","526168.361269"
"246","Solanum urticans","13","23.269231","1.887408","0.523473","1.154054","Solanum urticans","13","1759.846154","868.851142","240.975949","25521.499375","Solanum urticans","13","1478.538462","198.345496","55.011143","7602.489274","Solanum urticans","13","12712.461538","5810.705173","1611.59965","1295183.658508"
"247","Lycium cestroides","28","17.928571","3.341862","0.631553","0.535811","Lycium cestroides","28","696.464286","239.245029","45.213061","11849.267567","Lycium cestroides","28","1782.607143","138.636305","26.199799","3529.727163","Lycium cestroides","28","3711.464286","1162.251024","219.644798","601335.270022"
"248","Nicotiana spegazzinii","12","10.066667","5.297226","1.529177","1.250226","Nicotiana spegazzinii","12","305.833333","145.151227","41.90155","27648.29099","Nicotiana spegazzinii","12","1607.5","155.324587","44.838346","8236.030046","Nicotiana spegazzinii","12","2353.75","1218.213903","351.668062","1403115.630051"
"249","Solanum fusiforme","5","20.46","1.44672","0.646993","3.000541","Solanum fusiforme","5","1743","194.921779","87.17167","66355.898375","Solanum fusiforme","5","1526","76.658333","34.282649","19766.472111","Solanum fusiforme","5","11455.4","1406.588533","629.045515","3367477.512122"
"250","Nierembergia pulchella","4","9.125","0.704154","0.352077","3.750677","Nierembergia pulchella","4","622","258.780473","129.390236","82944.872969","Nierembergia pulchella","4","1570.75","92.337695","46.168848","24708.090139","Nierembergia pulchella","4","3960.25","1640.81979","820.409895","4209346.890152"
"251","Solanum glaucophyllum","59","22.169492","3.282306","0.42732","0.254283","Solanum glaucophyllum","59","1089.644068","241.331205","31.418647","5623.381218","Solanum glaucophyllum","59","1736.932203","164.677204","21.439146","1675.124755","Solanum glaucophyllum","59","6212.305085","1888.758772","245.895448","285379.45018"
"252","Nierembergia veitchii","7","16.4","2.29056","0.86575","2.143244","Nierembergia veitchii","7","721.857143","442.927544","167.410876","47397.070268","Nierembergia veitchii","7","1808.142857","199.030507","75.226461","14118.908651","Nierembergia veitchii","7","3790.571429","1598.875111","604.317989","2405341.080087"
"253","Solanum kurtzianum","9","11.755556","4.792993","1.597664","1.666967","Solanum kurtzianum","9","204.333333","87.662706","29.220902","36864.387986","Solanum kurtzianum","9","1847.111111","201.36127","67.120423","10981.373395","Solanum kurtzianum","9","1280.555556","453.340686","151.113562","1870820.840068"
"254","Capsicum eximium","4","15.775","1.547848","0.773924","3.750677","Capsicum eximium","4","564.5","106.990654","53.495327","82944.872969","Capsicum eximium","4","1722.5","81.545488","40.772744","24708.090139","Capsicum eximium","4","3142","378.677523","189.338762","4209346.890152"
"255","Trompettia cardenasiana","1","11.2",NA,NA,"15.002707","Trompettia cardenasiana","1","330",NA,NA,"331779.491877","Trompettia cardenasiana","1","1853",NA,NA,"98832.360556","Trompettia cardenasiana","1","1957",NA,NA,"16837387.56061"
"256","Solanum amygdalifolium","51","21.133333","2.71416","0.380058","0.294171","Solanum amygdalifolium","51","1128","291.938281","40.879536","6505.480233","Solanum amygdalifolium","51","1712.627451","132.592452","18.566657","1937.889423","Solanum amygdalifolium","51","6437.235294","1934.834841","270.931069","330144.85413"
"257","Nierembergia tucumanensis","1","12.1",NA,NA,"15.002707","Nierembergia tucumanensis","1","674",NA,NA,"331779.491877","Nierembergia tucumanensis","1","1991",NA,NA,"98832.360556","Nierembergia tucumanensis","1","1114",NA,NA,"16837387.56061"
"258","Nicotiana goodspeedii","67","17.683582","1.072324","0.131005","0.223921","Nicotiana goodspeedii","67","295.925373","93.219245","11.388543","4951.932715","Nicotiana goodspeedii","66","2202.5","280.223057","34.493074","1497.460008","Nicotiana goodspeedii","66","1415.454545","686.822476","84.542003","255111.932737"
"259","Solanum comptum","21","21.995238","1.210155","0.264077","0.714415","Solanum comptum","21","1149.857143","329.52895","71.909112","15799.023423","Solanum comptum","21","1791.333333","117.137241","25.561442","4706.302884","Solanum comptum","21","6027","2259.436877","493.049548","801780.360029"
"260","Solanum reductum","11","20.045455","1.636071","0.493294","1.363882","Solanum reductum","11","808.363636","262.831228","79.246597","30161.771989","Solanum reductum","11","1789.272727","152.992216","46.128889","8984.760051","Solanum reductum","11","4118.545455","1319.544115","397.85752","1530671.596419"
